CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityName
154,"Tailspin Toys (Eden Valley, MN)",Novelty Shop,Gui-Hyun Ji,(218) 555-0100,(218) 555-0101,http://www.tailspintoys.com/EdenValley,Delivery Van,Eden Valley
155,"Tailspin Toys (Arbor Vitae, WI)",Novelty Shop,Michal Polaskova,(262) 555-0100,(262) 555-0101,http://www.tailspintoys.com/ArborVitae,Delivery Van,Arbor Vitae
156,"Tailspin Toys (Hollywood Park, TX)",Novelty Shop,Dilara Ayhan,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/HollywoodPark,Delivery Van,Hollywood Park
157,"Tailspin Toys (Saks, AL)",Novelty Shop,Peter Macias,(205) 555-0100,(205) 555-0101,http://www.tailspintoys.com/Saks,Delivery Van,Saks
158,"Tailspin Toys (Donner, LA)",Novelty Shop,Kurt Lukes,(225) 555-0100,(225) 555-0101,http://www.tailspintoys.com/Donner,Delivery Van,Donner
159,"Tailspin Toys (Saint Louis Park, MN)",Novelty Shop,Beatrise Bite,(218) 555-0100,(218) 555-0101,http://www.tailspintoys.com/SaintLouisPark,Delivery Van,Saint Louis Park
160,"Tailspin Toys (Crary, ND)",Novelty Shop,Bishwanath Ghosh,(701) 555-0100,(701) 555-0101,http://www.tailspintoys.com/Crary,Delivery Van,Crary
161,"Tailspin Toys (Aspen Park, CO)",Novelty Shop,Gianguido Lucchesi,(303) 555-0100,(303) 555-0101,http://www.tailspintoys.com/AspenPark,Delivery Van,Aspen Park
162,"Tailspin Toys (Glen Park, NY)",Novelty Shop,Nu Bach,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/GlenPark,Delivery Van,Glen Park
163,"Tailspin Toys (Panaca, NV)",Novelty Shop,Ivonna Ene,(702) 555-0100,(702) 555-0101,http://www.tailspintoys.com/Panaca,Delivery Van,Panaca
164,"Tailspin Toys (Rothsville, PA)",Novelty Shop,Ceyhun sahin,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Rothsville,Delivery Van,Rothsville
165,"Tailspin Toys (Topstone, CT)",Novelty Shop,Tian Peng,(203) 555-0100,(203) 555-0101,http://www.tailspintoys.com/Topstone,Delivery Van,Topstone
166,"Tailspin Toys (McCamey, TX)",Novelty Shop,Vlastimil Bohuslav,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/McCamey,Delivery Van,McCamey
167,"Tailspin Toys (Rockwall, TX)",Novelty Shop,Nejc Vosnik,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/Rockwall,Delivery Van,Rockwall
168,"Tailspin Toys (Seagraves, TX)",Novelty Shop,Anindo Mazumdar,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/Seagraves,Delivery Van,Seagraves
169,"Tailspin Toys (Sinclair, WY)",Novelty Shop,Nils Balodis,(307) 555-0100,(307) 555-0101,http://www.tailspintoys.com/Sinclair,Delivery Van,Sinclair
170,"Tailspin Toys (Eastchester, NY)",Novelty Shop,Daniella Barbosa,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/Eastchester,Delivery Van,Eastchester
171,"Tailspin Toys (Ortley Beach, NJ)",Novelty Shop,Raymond Levesque,(201) 555-0100,(201) 555-0101,http://www.tailspintoys.com/OrtleyBeach,Delivery Van,Ortley Beach
172,"Tailspin Toys (Madrone, NM)",Novelty Shop,Raymond Desforges,(505) 555-0100,(505) 555-0101,http://www.tailspintoys.com/Madrone,Delivery Van,Madrone
173,"Tailspin Toys (Wappingers Falls, NY)",Novelty Shop,Raju Atluri,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/WappingersFalls,Delivery Van,Wappingers Falls
174,"Tailspin Toys (Astor Park, FL)",Novelty Shop,Matyas Bohuslav,(239) 555-0100,(239) 555-0101,http://www.tailspintoys.com/AstorPark,Delivery Van,Astor Park
175,"Tailspin Toys (San Acacia, NM)",Novelty Shop,Julio Correa,(505) 555-0100,(505) 555-0101,http://www.tailspintoys.com/SanAcacia,Delivery Van,San Acacia
176,"Tailspin Toys (Malott, WA)",Novelty Shop,Banshari De,(206) 555-0100,(206) 555-0101,http://www.tailspintoys.com/Malott,Delivery Van,Malott
177,"Tailspin Toys (Orrtanna, PA)",Novelty Shop,Ngai Lam,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Orrtanna,Delivery Van,Orrtanna
178,"Tailspin Toys (Armstrong Creek, WI)",Novelty Shop,Hyun-Doo Song,(262) 555-0100,(262) 555-0101,http://www.tailspintoys.com/ArmstrongCreek,Delivery Van,Armstrong Creek
179,"Tailspin Toys (Hiteman, IA)",Novelty Shop,Gabriela Srbova,(319) 555-0100,(319) 555-0101,http://www.tailspintoys.com/Hiteman,Delivery Van,Hiteman
180,"Tailspin Toys (Caselton, NV)",Novelty Shop,Serkan senturk,(702) 555-0100,(702) 555-0101,http://www.tailspintoys.com/Caselton,Delivery Van,Caselton
181,"Tailspin Toys (Heilwood, PA)",Novelty Shop,Aahlada Thota,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Heilwood,Delivery Van,Heilwood
182,"Tailspin Toys (Hayes Center, NE)",Novelty Shop,Ayberk sahin,(308) 555-0100,(308) 555-0101,http://www.tailspintoys.com/HayesCenter,Delivery Van,Hayes Center
183,"Tailspin Toys (Tierra Verde, FL)",Novelty Shop,Kaan Tekin,(239) 555-0100,(239) 555-0101,http://www.tailspintoys.com/TierraVerde,Delivery Van,Tierra Verde
184,"Tailspin Toys (South Euclid, OH)",Novelty Shop,Lata Khandke,(216) 555-0100,(216) 555-0101,http://www.tailspintoys.com/SouthEuclid,Delivery Van,South Euclid
185,"Tailspin Toys (Vidrine, LA)",Novelty Shop,Truman Eder,(225) 555-0100,(225) 555-0101,http://www.tailspintoys.com/Vidrine,Delivery Van,Vidrine
186,"Tailspin Toys (Placer, OR)",Novelty Shop,Lorraine Paulet,(458) 555-0100,(458) 555-0101,http://www.tailspintoys.com/Placer,Delivery Van,Placer
187,"Tailspin Toys (Brown City, MI)",Novelty Shop,Biplab De,(231) 555-0100,(231) 555-0101,http://www.tailspintoys.com/BrownCity,Delivery Van,Brown City
188,"Tailspin Toys (Premont, TX)",Novelty Shop,Rachelle Brasseur,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/Premont,Delivery Van,Premont
189,"Tailspin Toys (Wilkes-Barre, PA)",Novelty Shop,Sara Charlton,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Wilkes-Barre,Delivery Van,Wilkes-Barre
190,"Tailspin Toys (Teutopolis, IL)",Novelty Shop,Ramesh Mukherjee,(217) 555-0100,(217) 555-0101,http://www.tailspintoys.com/Teutopolis,Delivery Van,Teutopolis
191,"Tailspin Toys (Orchard Hill, GA)",Novelty Shop,Ester Ahmadian,(229) 555-0100,(229) 555-0101,http://www.tailspintoys.com/OrchardHill,Delivery Van,Orchard Hill
192,"Tailspin Toys (Optimo, NM)",Novelty Shop,Daniel Magnusson,(505) 555-0100,(505) 555-0101,http://www.tailspintoys.com/Optimo,Delivery Van,Optimo
193,"Tailspin Toys (Knifley, KY)",Novelty Shop,Jack Carpenter,(270) 555-0100,(270) 555-0101,http://www.tailspintoys.com/Knifley,Delivery Van,Knifley
194,"Tailspin Toys (Naples Park, FL)",Novelty Shop,Thomas Fischer,(239) 555-0100,(239) 555-0101,http://www.tailspintoys.com/NaplesPark,Delivery Van,Naples Park
195,"Tailspin Toys (Lesslie, SC)",Novelty Shop,Viollette Monty,(803) 555-0100,(803) 555-0101,http://www.tailspintoys.com/Lesslie,Delivery Van,Lesslie
196,"Tailspin Toys (Howells, NE)",Novelty Shop,Alinne Cardoso,(308) 555-0100,(308) 555-0101,http://www.tailspintoys.com/Howells,Delivery Van,Howells
197,"Tailspin Toys (Magalia, CA)",Novelty Shop,Mani Poddar,(209) 555-0100,(209) 555-0101,http://www.tailspintoys.com/Magalia,Delivery Van,Magalia
198,"Tailspin Toys (Buell, MO)",Novelty Shop,Deakshitulu Mokkapati,(314) 555-0100,(314) 555-0101,http://www.tailspintoys.com/Buell,Delivery Van,Buell
199,"Tailspin Toys (Antonito, CO)",Novelty Shop,Cezar Pavel,(303) 555-0100,(303) 555-0101,http://www.tailspintoys.com/Antonito,Delivery Van,Antonito
200,"Tailspin Toys (Tooele, UT)",Novelty Shop,Fanni Benko,(385) 555-0100,(385) 555-0101,http://www.tailspintoys.com/Tooele,Delivery Van,Tooele
201,"Tailspin Toys (Skyway, WA)",Novelty Shop,Brenda Morgan,(206) 555-0100,(206) 555-0101,http://www.tailspintoys.com/Skyway,Delivery Van,Skyway
401,Wingtip Toys (Head Office),Novelty Shop,Olga Alexandrova,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com,Delivery Van,Orchard Mesa
402,"Wingtip Toys (Black Lick, PA)",Novelty Shop,Maris Baltins,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/BlackLick,Delivery Van,Black Lick
403,"Wingtip Toys (Queen Valley, AZ)",Novelty Shop,Parsa Reuser,(480) 555-0100,(480) 555-0101,http://www.wingtiptoys.com/QueenValley,Delivery Van,Queen Valley
404,"Wingtip Toys (Penns Creek, PA)",Novelty Shop,Duleep Srivastava,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/PennsCreek,Delivery Van,Penns Creek
405,"Wingtip Toys (Bourbonnais, IL)",Novelty Shop,Miran Nikolic,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/Bourbonnais,Delivery Van,Bourbonnais
406,"Wingtip Toys (Tuscaloosa, AL)",Novelty Shop,Calin Bojin,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Tuscaloosa,Delivery Van,Tuscaloosa
407,"Wingtip Toys (Mooringsport, LA)",Novelty Shop,Lang Le,(225) 555-0100,(225) 555-0101,http://www.wingtiptoys.com/Mooringsport,Delivery Van,Mooringsport
408,"Wingtip Toys (Rockwall, TX)",Novelty Shop,Bhaagyalakshmi Muppavarapu,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Rockwall,Delivery Van,Rockwall
409,"Wingtip Toys (Orick, CA)",Novelty Shop,Dimitry Nechita,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Orick,Delivery Van,Orick
410,"Wingtip Toys (Bernstein, TX)",Novelty Shop,Miroslav Kohout,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Bernstein,Delivery Van,Bernstein
411,"Wingtip Toys (Edmund, WI)",Novelty Shop,Fransje Mutlu,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Edmund,Delivery Van,Edmund
412,"Wingtip Toys (Bozeman Hot Springs, MT)",Novelty Shop,Chati Ornlamai,(406) 555-0100,(406) 555-0101,http://www.wingtiptoys.com/BozemanHotSprings,Delivery Van,Bozeman Hot Springs
413,"Wingtip Toys (Truscott, TX)",Novelty Shop,Raine Knihtila,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Truscott,Delivery Van,Truscott
414,"Wingtip Toys (Rose Tree, PA)",Novelty Shop,Lan Chu,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/RoseTree,Delivery Van,Rose Tree
415,"Wingtip Toys (Leathersville, GA)",Novelty Shop,Maurice English,(229) 555-0100,(229) 555-0101,http://www.wingtiptoys.com/Leathersville,Delivery Van,Leathersville
416,"Wingtip Toys (Necedah, WI)",Novelty Shop,Irene Sepp,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Necedah,Delivery Van,Necedah
417,"Wingtip Toys (Chetek, WI)",Novelty Shop,Chandranath Bose,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Chetek,Delivery Van,Chetek
418,"Wingtip Toys (Yaak, MT)",Novelty Shop,Ana Julijana Isa,(406) 555-0100,(406) 555-0101,http://www.wingtiptoys.com/Yaak,Delivery Van,Yaak
419,"Wingtip Toys (Compass Lake, FL)",Novelty Shop,Gireesh Bhogireddy,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/CompassLake,Delivery Van,Compass Lake
420,"Wingtip Toys (Herlong, CA)",Novelty Shop,Premwadee Atitarn,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Herlong,Delivery Van,Herlong
421,"Wingtip Toys (Highland Home, AL)",Novelty Shop,Nishant Patil,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/HighlandHome,Delivery Van,Highland Home
422,"Wingtip Toys (Naches, WA)",Novelty Shop,Rohan Das,(206) 555-0100,(206) 555-0101,http://www.wingtiptoys.com/Naches,Delivery Van,Naches
423,"Wingtip Toys (Baldwin City, KS)",Novelty Shop,Aamdaal Kamasamudram,(316) 555-0100,(316) 555-0101,http://www.wingtiptoys.com/BaldwinCity,Delivery Van,Baldwin City
424,"Wingtip Toys (Heartwell, NE)",Novelty Shop,Baebeesarasvati Kamasamudram,(308) 555-0100,(308) 555-0101,http://www.wingtiptoys.com/Heartwell,Delivery Van,Heartwell
425,"Wingtip Toys (Bethel Acres, OK)",Novelty Shop,Marcello Dellucci,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/BethelAcres,Delivery Van,Bethel Acres
426,"Wingtip Toys (Willow Valley, AZ)",Novelty Shop,Mee-Kyong Sin,(480) 555-0100,(480) 555-0101,http://www.wingtiptoys.com/WillowValley,Delivery Van,Willow Valley
427,"Wingtip Toys (Athol Springs, NY)",Novelty Shop,Ivica LuÄic,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/AtholSprings,Delivery Van,Athol Springs
428,"Wingtip Toys (Paw Paw Lake, MI)",Novelty Shop,Vinicius Correa,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/PawPawLake,Delivery Van,Paw Paw Lake
429,"Wingtip Toys (Lilbourn, MO)",Novelty Shop,Fabio Pena,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/Lilbourn,Delivery Van,Lilbourn
430,"Wingtip Toys (Lost River, ID)",Novelty Shop,Lakshmi Roy,(208) 555-0100,(208) 555-0101,http://www.wingtiptoys.com/LostRiver,Delivery Van,Lost River
431,"Wingtip Toys (Rosa Sánchez, PR)",Novelty Shop,Selma Seppanen,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/RosaSánchez,Delivery Van,Rosa Sánchez
432,"Wingtip Toys (Vamo, FL)",Novelty Shop,Bay Ly,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/Vamo,Delivery Van,Vamo
433,"Wingtip Toys (Balko, OK)",Novelty Shop,Adirake Saenamuang,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Balko,Delivery Van,Balko
434,"Wingtip Toys (Lime Lake, NY)",Novelty Shop,Tarja Penttila,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/LimeLake,Delivery Van,Lime Lake
435,"Wingtip Toys (Teutopolis, IL)",Novelty Shop,Devendranath Huq,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/Teutopolis,Delivery Van,Teutopolis
436,"Wingtip Toys (Gargatha, VA)",Novelty Shop,Enes Olsson,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/Gargatha,Delivery Van,Gargatha
437,"Wingtip Toys (Cadogan, PA)",Novelty Shop,Vanja Grgic,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Cadogan,Delivery Van,Cadogan
438,"Wingtip Toys (Lucasville, OH)",Novelty Shop,Dayaram Mishra,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Lucasville,Delivery Van,Lucasville
439,"Wingtip Toys (Cylon, WI)",Novelty Shop,Mina Omidzadeh,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Cylon,Delivery Van,Cylon
440,"Wingtip Toys (Asher, OK)",Novelty Shop,Kadir Usenuly,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Asher,Delivery Van,Asher
441,"Wingtip Toys (Keosauqua, IA)",Novelty Shop,Kajsa Jakobsson,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Keosauqua,Delivery Van,Keosauqua
442,"Wingtip Toys (Homer City, PA)",Novelty Shop,Rahul Ghate,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/HomerCity,Delivery Van,Homer City
443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/Berville,Delivery Van,Berville
444,"Wingtip Toys (Tea, SD)",Novelty Shop,Divyendu Chakraborty,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Tea,Delivery Van,Tea
445,"Wingtip Toys (Dacono, CO)",Novelty Shop,An Dung Ngo,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/Dacono,Delivery Van,Dacono
446,"Wingtip Toys (Saint Landry, LA)",Novelty Shop,Chetana Kamath,(225) 555-0100,(225) 555-0101,http://www.wingtiptoys.com/SaintLandry,Delivery Van,Saint Landry
447,"Wingtip Toys (Coin, IA)",Novelty Shop,Premwadee Saowaluk,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Coin,Delivery Van,Coin
448,"Wingtip Toys (Salt Wells, NV)",Novelty Shop,Jae-Hwa Min,(702) 555-0100,(702) 555-0101,http://www.wingtiptoys.com/SaltWells,Delivery Van,Salt Wells
449,"Wingtip Toys (Delray, WV)",Novelty Shop,Catalina Nechita,(304) 555-0100,(304) 555-0101,http://www.wingtiptoys.com/Delray,Delivery Van,Delray
450,"Wingtip Toys (Mount Summit, IN)",Novelty Shop,Constanza Laureano,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/MountSummit,Delivery Van,Mount Summit
451,"Wingtip Toys (Smoot, WY)",Novelty Shop,Aakriti Bhamidipati,(307) 555-0100,(307) 555-0101,http://www.wingtiptoys.com/Smoot,Delivery Van,Smoot
452,"Wingtip Toys (Lake Davis, CA)",Novelty Shop,Himadri PrabhupÄda,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/LakeDavis,Delivery Van,Lake Davis
453,"Wingtip Toys (Stanardsville, VA)",Novelty Shop,Bryan Helms,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/Stanardsville,Delivery Van,Stanardsville
454,"Wingtip Toys (Corcovado, PR)",Novelty Shop,Harri Kask,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/Corcovado,Delivery Van,Corcovado
455,"Wingtip Toys (Taft Heights, CA)",Novelty Shop,Ilse Sandell,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/TaftHeights,Delivery Van,Taft Heights
456,"Wingtip Toys (West Hempstead, NY)",Novelty Shop,Subhash Matondkar,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/WestHempstead,Delivery Van,West Hempstead
457,"Wingtip Toys (Portales, NM)",Novelty Shop,Eesvaraavu Ankitham,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Portales,Delivery Van,Portales
458,"Wingtip Toys (Coker, AL)",Novelty Shop,Miguel Paez,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Coker,Delivery Van,Coker
459,"Wingtip Toys (Haydenville, OH)",Novelty Shop,Tobias Gruber,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Haydenville,Delivery Van,Haydenville
460,"Wingtip Toys (Mayhill, NM)",Novelty Shop,Daniela Dumina,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Mayhill,Delivery Van,Mayhill
461,"Wingtip Toys (Vair, TX)",Novelty Shop,Ganesh Mukherjee,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Vair,Delivery Van,Vair
462,"Wingtip Toys (Crossroads, NM)",Novelty Shop,Avanti Nishad,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Crossroads,Delivery Van,Crossroads
463,"Wingtip Toys (Cowlington, OK)",Novelty Shop,Daedeepya Thota,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Cowlington,Delivery Van,Cowlington
464,"Wingtip Toys (Glen Ullin, ND)",Novelty Shop,Gabriela Chirila,(701) 555-0100,(701) 555-0101,http://www.wingtiptoys.com/GlenUllin,Delivery Van,Glen Ullin
465,"Wingtip Toys (Oologah, OK)",Novelty Shop,Nagur Atluri,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Oologah,Delivery Van,Oologah
466,"Wingtip Toys (Lytle, TX)",Novelty Shop,Sintja Buecek,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Lytle,Delivery Van,Lytle
467,"Wingtip Toys (Mahaffey, PA)",Novelty Shop,Pongrit Srisati,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Mahaffey,Delivery Van,Mahaffey
468,"Wingtip Toys (Sunburg, MN)",Novelty Shop,Linda Green,(218) 555-0100,(218) 555-0101,http://www.wingtiptoys.com/Sunburg,Delivery Van,Sunburg
469,"Wingtip Toys (Johnetta, KY)",Novelty Shop,Sarmis Skujins,(270) 555-0100,(270) 555-0101,http://www.wingtiptoys.com/Johnetta,Delivery Van,Johnetta
470,"Wingtip Toys (Universal City, TX)",Novelty Shop,Libuse Srbova,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/UniversalCity,Delivery Van,Universal City
471,"Wingtip Toys (Ridgemark, CA)",Novelty Shop,Viktorie Stejskalova,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Ridgemark,Delivery Van,Ridgemark
472,"Wingtip Toys (San Jacinto, CA)",Novelty Shop,Slavko Pavlovic,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/SanJacinto,Delivery Van,San Jacinto
473,"Wingtip Toys (Floriston, CA)",Novelty Shop,Doru Munteanu,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Floriston,Delivery Van,Floriston
474,"Wingtip Toys (Bokeelia, FL)",Novelty Shop,Aile Aasmae,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/Bokeelia,Delivery Van,Bokeelia
475,"Wingtip Toys (Cale, AR)",Novelty Shop,Ava Edden,(479) 555-0100,(479) 555-0101,http://www.wingtiptoys.com/Cale,Delivery Van,Cale
476,"Wingtip Toys (Karthaus, PA)",Novelty Shop,Manali Bose,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Karthaus,Delivery Van,Karthaus
477,"Wingtip Toys (Glancy, MS)",Novelty Shop,Astrid Poisson,(228) 555-0100,(228) 555-0101,http://www.wingtiptoys.com/Glancy,Delivery Van,Glancy
478,"Wingtip Toys (Stoneboro, PA)",Novelty Shop,Gi-Suk Heo,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Stoneboro,Delivery Van,Stoneboro
479,"Wingtip Toys (Mier, IN)",Novelty Shop,Irma Kruze,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Mier,Delivery Van,Mier
480,"Wingtip Toys (Wapinitia, OR)",Novelty Shop,Dhaeraemdranaadh Pamulaparthi,(458) 555-0100,(458) 555-0101,http://www.wingtiptoys.com/Wapinitia,Delivery Van,Wapinitia
481,"Wingtip Toys (White Church, MO)",Novelty Shop,Agrita Kalnina,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/WhiteChurch,Delivery Van,White Church
482,"Wingtip Toys (Caton, NY)",Novelty Shop,Ravindra Sandhu,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Caton,Delivery Van,Caton
483,"Wingtip Toys (Plum Branch, SC)",Novelty Shop,Klara Rakus,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/PlumBranch,Delivery Van,Plum Branch
484,"Wingtip Toys (Mauldin, SC)",Novelty Shop,Am Lo,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/Mauldin,Delivery Van,Mauldin
485,"Wingtip Toys (Bonner Springs, KS)",Novelty Shop,Sophie Van Lier,(316) 555-0100,(316) 555-0101,http://www.wingtiptoys.com/BonnerSprings,Delivery Van,Bonner Springs
486,"Wingtip Toys (Lowellville, OH)",Novelty Shop,Dimitry Profis,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Lowellville,Delivery Van,Lowellville
487,"Wingtip Toys (Elverson, PA)",Novelty Shop,Jan Zeman,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Elverson,Delivery Van,Elverson
488,"Wingtip Toys (Isabela, PR)",Novelty Shop,Ranjit Dikshit,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/Isabela,Delivery Van,Isabela
489,"Wingtip Toys (Sayner, WI)",Novelty Shop,Varuna Ganguly,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Sayner,Delivery Van,Sayner
490,"Wingtip Toys (Beals, ME)",Novelty Shop,Basak Tekin,(207) 555-0100,(207) 555-0101,http://www.wingtiptoys.com/Beals,Delivery Van,Beals
491,"Wingtip Toys (Morton Grove, IL)",Novelty Shop,Doru Tirlea,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/MortonGrove,Delivery Van,Morton Grove
492,"Wingtip Toys (Birds, IL)",Novelty Shop,Jessica Perrine,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/Birds,Delivery Van,Birds
493,"Wingtip Toys (Federalsburg, MD)",Novelty Shop,Yavuz Cetinkaya,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/Federalsburg,Delivery Van,Federalsburg
494,"Wingtip Toys (Pikeview, CO)",Novelty Shop,Sirirat Kongpaisarn,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/Pikeview,Delivery Van,Pikeview
495,"Wingtip Toys (Boalsburg, PA)",Novelty Shop,Claude Bonsaint,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Boalsburg,Delivery Van,Boalsburg
496,"Wingtip Toys (Port Hueneme, CA)",Novelty Shop,Roman Pajer,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/PortHueneme,Delivery Van,Port Hueneme
497,"Wingtip Toys (Verdery, SC)",Novelty Shop,Vitezslav Holy,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/Verdery,Delivery Van,Verdery
498,"Wingtip Toys (Obetz, OH)",Novelty Shop,Devi Dewangan,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Obetz,Delivery Van,Obetz
499,"Wingtip Toys (East Fultonham, OH)",Novelty Shop,Masa Buecek,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/EastFultonham,Delivery Van,East Fultonham
500,"Wingtip Toys (Obion, TN)",Novelty Shop,Bipin Modi,(423) 555-0100,(423) 555-0101,http://www.wingtiptoys.com/Obion,Delivery Van,Obion
501,"Wingtip Toys (Cavendish, VT)",Novelty Shop,Rahul Sarma,(802) 555-0100,(802) 555-0101,http://www.wingtiptoys.com/Cavendish,Delivery Van,Cavendish
502,"Wingtip Toys (Miesville, MN)",Novelty Shop,Alejandro Escobar,(218) 555-0100,(218) 555-0101,http://www.wingtiptoys.com/Miesville,Delivery Van,Miesville
503,"Wingtip Toys (Valhalla, NC)",Novelty Shop,Andris Vitols,(252) 555-0100,(252) 555-0101,http://www.wingtiptoys.com/Valhalla,Delivery Van,Valhalla
504,"Wingtip Toys (Cape Neddick, ME)",Novelty Shop,Mariela Weitzer,(207) 555-0100,(207) 555-0101,http://www.wingtiptoys.com/CapeNeddick,Delivery Van,Cape Neddick
505,"Wingtip Toys (Silver Plume, CO)",Novelty Shop,Alain Pelland,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/SilverPlume,Delivery Van,Silver Plume
506,"Wingtip Toys (North Beach Haven, NJ)",Novelty Shop,Milica Stojkovic,(201) 555-0100,(201) 555-0101,http://www.wingtiptoys.com/NorthBeachHaven,Delivery Van,North Beach Haven
