CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityProvince
144,"Tailspin Toys (Larose, LA)",Novelty Shop,Pramod Nishad,(225) 555-0100,(225) 555-0101,http://www.tailspintoys.com/Larose,Delivery Van,Larose (Louisiana)
145,"Tailspin Toys (Manahawkin, NJ)",Novelty Shop,Prasong Tuntayakul,(201) 555-0100,(201) 555-0101,http://www.tailspintoys.com/Manahawkin,Delivery Van,Manahawkin (New Jersey)
146,"Tailspin Toys (Belgreen, AL)",Novelty Shop,Aija Zvaigzne,(205) 555-0100,(205) 555-0101,http://www.tailspintoys.com/Belgreen,Delivery Van,Belgreen (Alabama)
147,"Tailspin Toys (Fishtail, MT)",Novelty Shop,Gilbert Pelland,(406) 555-0100,(406) 555-0101,http://www.tailspintoys.com/Fishtail,Delivery Van,Fishtail (Montana)
148,"Tailspin Toys (Baraboo, WI)",Novelty Shop,Marcella Napolitani,(262) 555-0100,(262) 555-0101,http://www.tailspintoys.com/Baraboo,Delivery Van,Baraboo (Wisconsin)
149,"Tailspin Toys (Inguadona, MN)",Novelty Shop,Femke Hollenberg,(218) 555-0100,(218) 555-0101,http://www.tailspintoys.com/Inguadona,Delivery Van,Inguadona (Minnesota)
150,"Tailspin Toys (Corfu, NY)",Novelty Shop,Brita Jarvi,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/Corfu,Delivery Van,Corfu (New York)
151,"Tailspin Toys (Antares, AZ)",Novelty Shop,Donato Araujo,(480) 555-0100,(480) 555-0101,http://www.tailspintoys.com/Antares,Delivery Van,Antares (Arizona)
152,"Tailspin Toys (Sun River, MT)",Novelty Shop,Aleksander Jarvi,(406) 555-0100,(406) 555-0101,http://www.tailspintoys.com/SunRiver,Delivery Van,Sun River (Montana)
153,"Tailspin Toys (Marcell, MN)",Novelty Shop,Malati Shenoy,(218) 555-0100,(218) 555-0101,http://www.tailspintoys.com/Marcell,Delivery Van,Marcell (Minnesota)
154,"Tailspin Toys (Eden Valley, MN)",Novelty Shop,Gui-Hyun Ji,(218) 555-0100,(218) 555-0101,http://www.tailspintoys.com/EdenValley,Delivery Van,Eden Valley (Minnesota)
155,"Tailspin Toys (Arbor Vitae, WI)",Novelty Shop,Michal Polaskova,(262) 555-0100,(262) 555-0101,http://www.tailspintoys.com/ArborVitae,Delivery Van,Arbor Vitae (Wisconsin)
156,"Tailspin Toys (Hollywood Park, TX)",Novelty Shop,Dilara Ayhan,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/HollywoodPark,Delivery Van,Hollywood Park (Texas)
157,"Tailspin Toys (Saks, AL)",Novelty Shop,Peter Macias,(205) 555-0100,(205) 555-0101,http://www.tailspintoys.com/Saks,Delivery Van,Saks (Alabama)
158,"Tailspin Toys (Donner, LA)",Novelty Shop,Kurt Lukes,(225) 555-0100,(225) 555-0101,http://www.tailspintoys.com/Donner,Delivery Van,Donner (Louisiana)
159,"Tailspin Toys (Saint Louis Park, MN)",Novelty Shop,Beatrise Bite,(218) 555-0100,(218) 555-0101,http://www.tailspintoys.com/SaintLouisPark,Delivery Van,Saint Louis Park (Minnesota)
160,"Tailspin Toys (Crary, ND)",Novelty Shop,Bishwanath Ghosh,(701) 555-0100,(701) 555-0101,http://www.tailspintoys.com/Crary,Delivery Van,Crary (North Dakota)
161,"Tailspin Toys (Aspen Park, CO)",Novelty Shop,Gianguido Lucchesi,(303) 555-0100,(303) 555-0101,http://www.tailspintoys.com/AspenPark,Delivery Van,Aspen Park (Colorado)
162,"Tailspin Toys (Glen Park, NY)",Novelty Shop,Nu Bach,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/GlenPark,Delivery Van,Glen Park (New York)
163,"Tailspin Toys (Panaca, NV)",Novelty Shop,Ivonna Ene,(702) 555-0100,(702) 555-0101,http://www.tailspintoys.com/Panaca,Delivery Van,Panaca (Nevada)
164,"Tailspin Toys (Rothsville, PA)",Novelty Shop,Ceyhun sahin,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Rothsville,Delivery Van,Rothsville (Pennsylvania)
165,"Tailspin Toys (Topstone, CT)",Novelty Shop,Tian Peng,(203) 555-0100,(203) 555-0101,http://www.tailspintoys.com/Topstone,Delivery Van,Topstone (Connecticut)
166,"Tailspin Toys (McCamey, TX)",Novelty Shop,Vlastimil Bohuslav,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/McCamey,Delivery Van,McCamey (Texas)
167,"Tailspin Toys (Rockwall, TX)",Novelty Shop,Nejc Vosnik,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/Rockwall,Delivery Van,Rockwall (Texas)
168,"Tailspin Toys (Seagraves, TX)",Novelty Shop,Anindo Mazumdar,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/Seagraves,Delivery Van,Seagraves (Texas)
169,"Tailspin Toys (Sinclair, WY)",Novelty Shop,Nils Balodis,(307) 555-0100,(307) 555-0101,http://www.tailspintoys.com/Sinclair,Delivery Van,Sinclair (Wyoming)
170,"Tailspin Toys (Eastchester, NY)",Novelty Shop,Daniella Barbosa,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/Eastchester,Delivery Van,Eastchester (New York)
171,"Tailspin Toys (Ortley Beach, NJ)",Novelty Shop,Raymond Levesque,(201) 555-0100,(201) 555-0101,http://www.tailspintoys.com/OrtleyBeach,Delivery Van,Ortley Beach (New Jersey)
172,"Tailspin Toys (Madrone, NM)",Novelty Shop,Raymond Desforges,(505) 555-0100,(505) 555-0101,http://www.tailspintoys.com/Madrone,Delivery Van,Madrone (New Mexico)
173,"Tailspin Toys (Wappingers Falls, NY)",Novelty Shop,Raju Atluri,(212) 555-0100,(212) 555-0101,http://www.tailspintoys.com/WappingersFalls,Delivery Van,Wappingers Falls (New York)
174,"Tailspin Toys (Astor Park, FL)",Novelty Shop,Matyas Bohuslav,(239) 555-0100,(239) 555-0101,http://www.tailspintoys.com/AstorPark,Delivery Van,Astor Park (Florida)
175,"Tailspin Toys (San Acacia, NM)",Novelty Shop,Julio Correa,(505) 555-0100,(505) 555-0101,http://www.tailspintoys.com/SanAcacia,Delivery Van,San Acacia (New Mexico)
176,"Tailspin Toys (Malott, WA)",Novelty Shop,Banshari De,(206) 555-0100,(206) 555-0101,http://www.tailspintoys.com/Malott,Delivery Van,Malott (Washington)
177,"Tailspin Toys (Orrtanna, PA)",Novelty Shop,Ngai Lam,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Orrtanna,Delivery Van,Orrtanna (Pennsylvania)
178,"Tailspin Toys (Armstrong Creek, WI)",Novelty Shop,Hyun-Doo Song,(262) 555-0100,(262) 555-0101,http://www.tailspintoys.com/ArmstrongCreek,Delivery Van,Armstrong Creek (Wisconsin)
179,"Tailspin Toys (Hiteman, IA)",Novelty Shop,Gabriela Srbova,(319) 555-0100,(319) 555-0101,http://www.tailspintoys.com/Hiteman,Delivery Van,Hiteman (Iowa)
180,"Tailspin Toys (Caselton, NV)",Novelty Shop,Serkan senturk,(702) 555-0100,(702) 555-0101,http://www.tailspintoys.com/Caselton,Delivery Van,Caselton (Nevada)
181,"Tailspin Toys (Heilwood, PA)",Novelty Shop,Aahlada Thota,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Heilwood,Delivery Van,Heilwood (Pennsylvania)
182,"Tailspin Toys (Hayes Center, NE)",Novelty Shop,Ayberk sahin,(308) 555-0100,(308) 555-0101,http://www.tailspintoys.com/HayesCenter,Delivery Van,Hayes Center (Nebraska)
183,"Tailspin Toys (Tierra Verde, FL)",Novelty Shop,Kaan Tekin,(239) 555-0100,(239) 555-0101,http://www.tailspintoys.com/TierraVerde,Delivery Van,Tierra Verde (Florida)
184,"Tailspin Toys (South Euclid, OH)",Novelty Shop,Lata Khandke,(216) 555-0100,(216) 555-0101,http://www.tailspintoys.com/SouthEuclid,Delivery Van,South Euclid (Ohio)
185,"Tailspin Toys (Vidrine, LA)",Novelty Shop,Truman Eder,(225) 555-0100,(225) 555-0101,http://www.tailspintoys.com/Vidrine,Delivery Van,Vidrine (Louisiana)
186,"Tailspin Toys (Placer, OR)",Novelty Shop,Lorraine Paulet,(458) 555-0100,(458) 555-0101,http://www.tailspintoys.com/Placer,Delivery Van,Placer (Oregon)
187,"Tailspin Toys (Brown City, MI)",Novelty Shop,Biplab De,(231) 555-0100,(231) 555-0101,http://www.tailspintoys.com/BrownCity,Delivery Van,Brown City (Michigan)
188,"Tailspin Toys (Premont, TX)",Novelty Shop,Rachelle Brasseur,(210) 555-0100,(210) 555-0101,http://www.tailspintoys.com/Premont,Delivery Van,Premont (Texas)
189,"Tailspin Toys (Wilkes-Barre, PA)",Novelty Shop,Sara Charlton,(215) 555-0100,(215) 555-0101,http://www.tailspintoys.com/Wilkes-Barre,Delivery Van,Wilkes-Barre (Pennsylvania)
190,"Tailspin Toys (Teutopolis, IL)",Novelty Shop,Ramesh Mukherjee,(217) 555-0100,(217) 555-0101,http://www.tailspintoys.com/Teutopolis,Delivery Van,Teutopolis (Illinois)
191,"Tailspin Toys (Orchard Hill, GA)",Novelty Shop,Ester Ahmadian,(229) 555-0100,(229) 555-0101,http://www.tailspintoys.com/OrchardHill,Delivery Van,Orchard Hill (Georgia)
192,"Tailspin Toys (Optimo, NM)",Novelty Shop,Daniel Magnusson,(505) 555-0100,(505) 555-0101,http://www.tailspintoys.com/Optimo,Delivery Van,Optimo (New Mexico)
193,"Tailspin Toys (Knifley, KY)",Novelty Shop,Jack Carpenter,(270) 555-0100,(270) 555-0101,http://www.tailspintoys.com/Knifley,Delivery Van,Knifley (Kentucky)
194,"Tailspin Toys (Naples Park, FL)",Novelty Shop,Thomas Fischer,(239) 555-0100,(239) 555-0101,http://www.tailspintoys.com/NaplesPark,Delivery Van,Naples Park (Florida)
195,"Tailspin Toys (Lesslie, SC)",Novelty Shop,Viollette Monty,(803) 555-0100,(803) 555-0101,http://www.tailspintoys.com/Lesslie,Delivery Van,Lesslie (South Carolina)
196,"Tailspin Toys (Howells, NE)",Novelty Shop,Alinne Cardoso,(308) 555-0100,(308) 555-0101,http://www.tailspintoys.com/Howells,Delivery Van,Howells (Nebraska)
197,"Tailspin Toys (Magalia, CA)",Novelty Shop,Mani Poddar,(209) 555-0100,(209) 555-0101,http://www.tailspintoys.com/Magalia,Delivery Van,Magalia (California)
198,"Tailspin Toys (Buell, MO)",Novelty Shop,Deakshitulu Mokkapati,(314) 555-0100,(314) 555-0101,http://www.tailspintoys.com/Buell,Delivery Van,Buell (Missouri)
199,"Tailspin Toys (Antonito, CO)",Novelty Shop,Cezar Pavel,(303) 555-0100,(303) 555-0101,http://www.tailspintoys.com/Antonito,Delivery Van,Antonito (Colorado)
200,"Tailspin Toys (Tooele, UT)",Novelty Shop,Fanni Benko,(385) 555-0100,(385) 555-0101,http://www.tailspintoys.com/Tooele,Delivery Van,Tooele (Utah)
201,"Tailspin Toys (Skyway, WA)",Novelty Shop,Brenda Morgan,(206) 555-0100,(206) 555-0101,http://www.tailspintoys.com/Skyway,Delivery Van,Skyway (Washington)
401,Wingtip Toys (Head Office),Novelty Shop,Olga Alexandrova,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com,Delivery Van,Orchard Mesa (Colorado)
402,"Wingtip Toys (Black Lick, PA)",Novelty Shop,Maris Baltins,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/BlackLick,Delivery Van,Black Lick (Pennsylvania)
403,"Wingtip Toys (Queen Valley, AZ)",Novelty Shop,Parsa Reuser,(480) 555-0100,(480) 555-0101,http://www.wingtiptoys.com/QueenValley,Delivery Van,Queen Valley (Arizona)
404,"Wingtip Toys (Penns Creek, PA)",Novelty Shop,Duleep Srivastava,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/PennsCreek,Delivery Van,Penns Creek (Pennsylvania)
405,"Wingtip Toys (Bourbonnais, IL)",Novelty Shop,Miran Nikolic,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/Bourbonnais,Delivery Van,Bourbonnais (Illinois)
406,"Wingtip Toys (Tuscaloosa, AL)",Novelty Shop,Calin Bojin,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Tuscaloosa,Delivery Van,Tuscaloosa (Alabama)
407,"Wingtip Toys (Mooringsport, LA)",Novelty Shop,Lang Le,(225) 555-0100,(225) 555-0101,http://www.wingtiptoys.com/Mooringsport,Delivery Van,Mooringsport (Louisiana)
408,"Wingtip Toys (Rockwall, TX)",Novelty Shop,Bhaagyalakshmi Muppavarapu,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Rockwall,Delivery Van,Rockwall (Texas)
409,"Wingtip Toys (Orick, CA)",Novelty Shop,Dimitry Nechita,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Orick,Delivery Van,Orick (California)
410,"Wingtip Toys (Bernstein, TX)",Novelty Shop,Miroslav Kohout,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Bernstein,Delivery Van,Bernstein (Texas)
411,"Wingtip Toys (Edmund, WI)",Novelty Shop,Fransje Mutlu,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Edmund,Delivery Van,Edmund (Wisconsin)
412,"Wingtip Toys (Bozeman Hot Springs, MT)",Novelty Shop,Chati Ornlamai,(406) 555-0100,(406) 555-0101,http://www.wingtiptoys.com/BozemanHotSprings,Delivery Van,Bozeman Hot Springs (Montana)
413,"Wingtip Toys (Truscott, TX)",Novelty Shop,Raine Knihtila,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Truscott,Delivery Van,Truscott (Texas)
414,"Wingtip Toys (Rose Tree, PA)",Novelty Shop,Lan Chu,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/RoseTree,Delivery Van,Rose Tree (Pennsylvania)
415,"Wingtip Toys (Leathersville, GA)",Novelty Shop,Maurice English,(229) 555-0100,(229) 555-0101,http://www.wingtiptoys.com/Leathersville,Delivery Van,Leathersville (Georgia)
416,"Wingtip Toys (Necedah, WI)",Novelty Shop,Irene Sepp,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Necedah,Delivery Van,Necedah (Wisconsin)
417,"Wingtip Toys (Chetek, WI)",Novelty Shop,Chandranath Bose,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Chetek,Delivery Van,Chetek (Wisconsin)
418,"Wingtip Toys (Yaak, MT)",Novelty Shop,Ana Julijana Isa,(406) 555-0100,(406) 555-0101,http://www.wingtiptoys.com/Yaak,Delivery Van,Yaak (Montana)
419,"Wingtip Toys (Compass Lake, FL)",Novelty Shop,Gireesh Bhogireddy,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/CompassLake,Delivery Van,Compass Lake (Florida)
420,"Wingtip Toys (Herlong, CA)",Novelty Shop,Premwadee Atitarn,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Herlong,Delivery Van,Herlong (California)
421,"Wingtip Toys (Highland Home, AL)",Novelty Shop,Nishant Patil,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/HighlandHome,Delivery Van,Highland Home (Alabama)
422,"Wingtip Toys (Naches, WA)",Novelty Shop,Rohan Das,(206) 555-0100,(206) 555-0101,http://www.wingtiptoys.com/Naches,Delivery Van,Naches (Washington)
423,"Wingtip Toys (Baldwin City, KS)",Novelty Shop,Aamdaal Kamasamudram,(316) 555-0100,(316) 555-0101,http://www.wingtiptoys.com/BaldwinCity,Delivery Van,Baldwin City (Kansas)
424,"Wingtip Toys (Heartwell, NE)",Novelty Shop,Baebeesarasvati Kamasamudram,(308) 555-0100,(308) 555-0101,http://www.wingtiptoys.com/Heartwell,Delivery Van,Heartwell (Nebraska)
425,"Wingtip Toys (Bethel Acres, OK)",Novelty Shop,Marcello Dellucci,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/BethelAcres,Delivery Van,Bethel Acres (Oklahoma)
426,"Wingtip Toys (Willow Valley, AZ)",Novelty Shop,Mee-Kyong Sin,(480) 555-0100,(480) 555-0101,http://www.wingtiptoys.com/WillowValley,Delivery Van,Willow Valley (Arizona)
427,"Wingtip Toys (Athol Springs, NY)",Novelty Shop,Ivica LuÄic,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/AtholSprings,Delivery Van,Athol Springs (New York)
428,"Wingtip Toys (Paw Paw Lake, MI)",Novelty Shop,Vinicius Correa,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/PawPawLake,Delivery Van,Paw Paw Lake (Michigan)
429,"Wingtip Toys (Lilbourn, MO)",Novelty Shop,Fabio Pena,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/Lilbourn,Delivery Van,Lilbourn (Missouri)
430,"Wingtip Toys (Lost River, ID)",Novelty Shop,Lakshmi Roy,(208) 555-0100,(208) 555-0101,http://www.wingtiptoys.com/LostRiver,Delivery Van,Lost River (Idaho)
431,"Wingtip Toys (Rosa Sánchez, PR)",Novelty Shop,Selma Seppanen,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/RosaSánchez,Delivery Van,Rosa Sánchez (Puerto Rico - US Territory)
432,"Wingtip Toys (Vamo, FL)",Novelty Shop,Bay Ly,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/Vamo,Delivery Van,Vamo (Florida)
433,"Wingtip Toys (Balko, OK)",Novelty Shop,Adirake Saenamuang,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Balko,Delivery Van,Balko (Oklahoma)
434,"Wingtip Toys (Lime Lake, NY)",Novelty Shop,Tarja Penttila,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/LimeLake,Delivery Van,Lime Lake (New York)
435,"Wingtip Toys (Teutopolis, IL)",Novelty Shop,Devendranath Huq,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/Teutopolis,Delivery Van,Teutopolis (Illinois)
436,"Wingtip Toys (Gargatha, VA)",Novelty Shop,Enes Olsson,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/Gargatha,Delivery Van,Gargatha (Virginia)
437,"Wingtip Toys (Cadogan, PA)",Novelty Shop,Vanja Grgic,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Cadogan,Delivery Van,Cadogan (Pennsylvania)
438,"Wingtip Toys (Lucasville, OH)",Novelty Shop,Dayaram Mishra,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Lucasville,Delivery Van,Lucasville (Ohio)
439,"Wingtip Toys (Cylon, WI)",Novelty Shop,Mina Omidzadeh,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Cylon,Delivery Van,Cylon (Wisconsin)
440,"Wingtip Toys (Asher, OK)",Novelty Shop,Kadir Usenuly,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Asher,Delivery Van,Asher (Oklahoma)
441,"Wingtip Toys (Keosauqua, IA)",Novelty Shop,Kajsa Jakobsson,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Keosauqua,Delivery Van,Keosauqua (Iowa)
442,"Wingtip Toys (Homer City, PA)",Novelty Shop,Rahul Ghate,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/HomerCity,Delivery Van,Homer City (Pennsylvania)
443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/Berville,Delivery Van,Berville (Michigan)
444,"Wingtip Toys (Tea, SD)",Novelty Shop,Divyendu Chakraborty,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Tea,Delivery Van,Tea (South Dakota)
445,"Wingtip Toys (Dacono, CO)",Novelty Shop,An Dung Ngo,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/Dacono,Delivery Van,Dacono (Colorado)
446,"Wingtip Toys (Saint Landry, LA)",Novelty Shop,Chetana Kamath,(225) 555-0100,(225) 555-0101,http://www.wingtiptoys.com/SaintLandry,Delivery Van,Saint Landry (Louisiana)
447,"Wingtip Toys (Coin, IA)",Novelty Shop,Premwadee Saowaluk,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Coin,Delivery Van,Coin (Iowa)
448,"Wingtip Toys (Salt Wells, NV)",Novelty Shop,Jae-Hwa Min,(702) 555-0100,(702) 555-0101,http://www.wingtiptoys.com/SaltWells,Delivery Van,Salt Wells (Nevada)
449,"Wingtip Toys (Delray, WV)",Novelty Shop,Catalina Nechita,(304) 555-0100,(304) 555-0101,http://www.wingtiptoys.com/Delray,Delivery Van,Delray (West Virginia)
450,"Wingtip Toys (Mount Summit, IN)",Novelty Shop,Constanza Laureano,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/MountSummit,Delivery Van,Mount Summit (Indiana)
451,"Wingtip Toys (Smoot, WY)",Novelty Shop,Aakriti Bhamidipati,(307) 555-0100,(307) 555-0101,http://www.wingtiptoys.com/Smoot,Delivery Van,Smoot (Wyoming)
452,"Wingtip Toys (Lake Davis, CA)",Novelty Shop,Himadri PrabhupÄda,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/LakeDavis,Delivery Van,Lake Davis (California)
453,"Wingtip Toys (Stanardsville, VA)",Novelty Shop,Bryan Helms,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/Stanardsville,Delivery Van,Stanardsville (Virginia)
454,"Wingtip Toys (Corcovado, PR)",Novelty Shop,Harri Kask,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/Corcovado,Delivery Van,Corcovado (Puerto Rico - US Territory)
455,"Wingtip Toys (Taft Heights, CA)",Novelty Shop,Ilse Sandell,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/TaftHeights,Delivery Van,Taft Heights (California)
456,"Wingtip Toys (West Hempstead, NY)",Novelty Shop,Subhash Matondkar,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/WestHempstead,Delivery Van,West Hempstead (New York)
457,"Wingtip Toys (Portales, NM)",Novelty Shop,Eesvaraavu Ankitham,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Portales,Delivery Van,Portales (New Mexico)
458,"Wingtip Toys (Coker, AL)",Novelty Shop,Miguel Paez,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Coker,Delivery Van,Coker (Alabama)
459,"Wingtip Toys (Haydenville, OH)",Novelty Shop,Tobias Gruber,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Haydenville,Delivery Van,Haydenville (Ohio)
460,"Wingtip Toys (Mayhill, NM)",Novelty Shop,Daniela Dumina,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Mayhill,Delivery Van,Mayhill (New Mexico)
461,"Wingtip Toys (Vair, TX)",Novelty Shop,Ganesh Mukherjee,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Vair,Delivery Van,Vair (Texas)
462,"Wingtip Toys (Crossroads, NM)",Novelty Shop,Avanti Nishad,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Crossroads,Delivery Van,Crossroads (New Mexico)
463,"Wingtip Toys (Cowlington, OK)",Novelty Shop,Daedeepya Thota,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Cowlington,Delivery Van,Cowlington (Oklahoma)
464,"Wingtip Toys (Glen Ullin, ND)",Novelty Shop,Gabriela Chirila,(701) 555-0100,(701) 555-0101,http://www.wingtiptoys.com/GlenUllin,Delivery Van,Glen Ullin (North Dakota)
465,"Wingtip Toys (Oologah, OK)",Novelty Shop,Nagur Atluri,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Oologah,Delivery Van,Oologah (Oklahoma)
466,"Wingtip Toys (Lytle, TX)",Novelty Shop,Sintja Buecek,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Lytle,Delivery Van,Lytle (Texas)
467,"Wingtip Toys (Mahaffey, PA)",Novelty Shop,Pongrit Srisati,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Mahaffey,Delivery Van,Mahaffey (Pennsylvania)
468,"Wingtip Toys (Sunburg, MN)",Novelty Shop,Linda Green,(218) 555-0100,(218) 555-0101,http://www.wingtiptoys.com/Sunburg,Delivery Van,Sunburg (Minnesota)
469,"Wingtip Toys (Johnetta, KY)",Novelty Shop,Sarmis Skujins,(270) 555-0100,(270) 555-0101,http://www.wingtiptoys.com/Johnetta,Delivery Van,Johnetta (Kentucky)
470,"Wingtip Toys (Universal City, TX)",Novelty Shop,Libuse Srbova,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/UniversalCity,Delivery Van,Universal City (Texas)
471,"Wingtip Toys (Ridgemark, CA)",Novelty Shop,Viktorie Stejskalova,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Ridgemark,Delivery Van,Ridgemark (California)
472,"Wingtip Toys (San Jacinto, CA)",Novelty Shop,Slavko Pavlovic,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/SanJacinto,Delivery Van,San Jacinto (California)
473,"Wingtip Toys (Floriston, CA)",Novelty Shop,Doru Munteanu,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/Floriston,Delivery Van,Floriston (California)
474,"Wingtip Toys (Bokeelia, FL)",Novelty Shop,Aile Aasmae,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/Bokeelia,Delivery Van,Bokeelia (Florida)
475,"Wingtip Toys (Cale, AR)",Novelty Shop,Ava Edden,(479) 555-0100,(479) 555-0101,http://www.wingtiptoys.com/Cale,Delivery Van,Cale (Arkansas)
476,"Wingtip Toys (Karthaus, PA)",Novelty Shop,Manali Bose,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Karthaus,Delivery Van,Karthaus (Pennsylvania)
477,"Wingtip Toys (Glancy, MS)",Novelty Shop,Astrid Poisson,(228) 555-0100,(228) 555-0101,http://www.wingtiptoys.com/Glancy,Delivery Van,Glancy (Mississippi)
478,"Wingtip Toys (Stoneboro, PA)",Novelty Shop,Gi-Suk Heo,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Stoneboro,Delivery Van,Stoneboro (Pennsylvania)
479,"Wingtip Toys (Mier, IN)",Novelty Shop,Irma Kruze,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Mier,Delivery Van,Mier (Indiana)
480,"Wingtip Toys (Wapinitia, OR)",Novelty Shop,Dhaeraemdranaadh Pamulaparthi,(458) 555-0100,(458) 555-0101,http://www.wingtiptoys.com/Wapinitia,Delivery Van,Wapinitia (Oregon)
481,"Wingtip Toys (White Church, MO)",Novelty Shop,Agrita Kalnina,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/WhiteChurch,Delivery Van,White Church (Missouri)
482,"Wingtip Toys (Caton, NY)",Novelty Shop,Ravindra Sandhu,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Caton,Delivery Van,Caton (New York)
483,"Wingtip Toys (Plum Branch, SC)",Novelty Shop,Klara Rakus,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/PlumBranch,Delivery Van,Plum Branch (South Carolina)
484,"Wingtip Toys (Mauldin, SC)",Novelty Shop,Am Lo,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/Mauldin,Delivery Van,Mauldin (South Carolina)
485,"Wingtip Toys (Bonner Springs, KS)",Novelty Shop,Sophie Van Lier,(316) 555-0100,(316) 555-0101,http://www.wingtiptoys.com/BonnerSprings,Delivery Van,Bonner Springs (Kansas)
486,"Wingtip Toys (Lowellville, OH)",Novelty Shop,Dimitry Profis,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Lowellville,Delivery Van,Lowellville (Ohio)
