InvoiceLineID,Description,CustomerName,CityState,Sales
222627,USB food flash drive - dessert 10 drive variety pack,"Wingtip Toys (Tilleda, WI)",Tilleda (Wisconsin),216
222628,Developer joke mug - this code was generated by a tool (White),"Wingtip Toys (Tilleda, WI)",Tilleda (Wisconsin),20
222629,Permanent marker black 5mm nib (Black) 5mm,"Wingtip Toys (Tilleda, WI)",Tilleda (Wisconsin),54
222479,20 mm Double sided bubble wrap 50m,Jaroslav Fisar,Sigel (Pennsylvania),1296
222480,Furry gorilla with big eyes slippers (Black) L,Jaroslav Fisar,Sigel (Pennsylvania),29
222481,Animal with big feet slippers (Brown) L,Jaroslav Fisar,Sigel (Pennsylvania),34
222482,"""The Gu"" red shirt XML tag t-shirt (Black) XL",Jaroslav Fisar,Sigel (Pennsylvania),65
222483,Ride on toy sedan car (Green) 1/12 scale,Jaroslav Fisar,Sigel (Pennsylvania),207
222713,RC toy sedan car with remote control (Green) 1/50 scale,"Wingtip Toys (Connoquenessing, PA)",Connoquenessing (Pennsylvania),11
222714,Dinosaur battery-powered slippers (Green) S,"Wingtip Toys (Connoquenessing, PA)",Connoquenessing (Pennsylvania),43
222715,Ride on toy sedan car (Red) 1/12 scale,"Wingtip Toys (Connoquenessing, PA)",Connoquenessing (Pennsylvania),311
222737,Ride on vintage American toy coupe (Black) 1/12 scale,"Wingtip Toys (Munich, ND)",Munich (North Dakota),128
222738,"""The Gu"" red shirt XML tag t-shirt (White) 6XL","Wingtip Toys (Munich, ND)",Munich (North Dakota),32
222739,RC vintage American toy coupe with remote control (Black) 1/50 scale,"Wingtip Toys (Munich, ND)",Munich (North Dakota),41
222740,"Developer joke mug - (hip, hip, array) (Black)","Wingtip Toys (Munich, ND)",Munich (North Dakota),18
222760,"""The Gu"" red shirt XML tag t-shirt (Black) XS","Wingtip Toys (Dunkerton, IA)",Dunkerton (Iowa),162
222761,"""The Gu"" red shirt XML tag t-shirt (White) 6XL","Wingtip Toys (Dunkerton, IA)",Dunkerton (Iowa),130
222762,Chocolate frogs 250g,"Wingtip Toys (Dunkerton, IA)",Dunkerton (Iowa),22
222763,USB food flash drive - hot dog,"Wingtip Toys (Dunkerton, IA)",Dunkerton (Iowa),34
222696,Ride on vintage American toy coupe (Red) 1/12 scale,Jackson Kolios,Rail Road Flat (California),171
222697,Ride on toy sedan car (Blue) 1/12 scale,Jackson Kolios,Rail Road Flat (California),35
222698,Packing knife with metal insert blade (Yellow) 18mm,Jackson Kolios,Rail Road Flat (California),15
222613,Shipping carton (Brown) 457x279x279mm,Santiago Vera,Nitro (West Virginia),30
222614,Developer joke mug - that's a hardware problem (Black),Santiago Vera,Nitro (West Virginia),20
222812,DBA joke mug - SELECT caffeine FROM mug (Black),Francisca Laureano,Jolley (Iowa),14
222813,DBA joke mug - daaaaaa-ta (White),Francisca Laureano,Jolley (Iowa),12
222814,"""The Gu"" red shirt XML tag t-shirt (White) L",Francisca Laureano,Jolley (Iowa),162
222815,Small sized bubblewrap roll 10m,Francisca Laureano,Jolley (Iowa),45
222576,Express post box 5kg (White) 350x280x130mm,Laszlo Gardenier,Marion Hill (Pennsylvania),26
222577,Dinosaur battery-powered slippers (Green) L,Laszlo Gardenier,Marion Hill (Pennsylvania),34
222675,"""The Gu"" red shirt XML tag t-shirt (Black) L",Devraj Rao,Westwater (Utah),162
222676,Ride on vintage American toy coupe (Black) 1/12 scale,Devraj Rao,Westwater (Utah),299
222677,Developer joke mug - this code was generated by a tool (Black),Devraj Rao,Westwater (Utah),20
222602,Packing knife with metal insert blade (Yellow) 18mm,Rodrigo Figueiredo,Blackville (South Carolina),9
222603,DBA joke mug - I will get you in order (White),Rodrigo Figueiredo,Blackville (South Carolina),6
222604,DBA joke mug - daaaaaa-ta (White),Rodrigo Figueiredo,Blackville (South Carolina),16
222656,20 mm Anti static bubble wrap (Blue) 20m,Rodrigo Figueiredo,Blackville (South Carolina),540
222657,RC toy sedan car with remote control (Black) 1/50 scale,Rodrigo Figueiredo,Blackville (South Carolina),19
222658,Black and orange fragile despatch tape 48mmx100m,Rodrigo Figueiredo,Blackville (South Carolina),130
222659,DBA joke mug - it depends (White),Rodrigo Figueiredo,Blackville (South Carolina),4
222660,Furry animal socks (Pink) XL,Rodrigo Figueiredo,Blackville (South Carolina),27
222802,Superhero action jacket (Blue) 4XL,Rodrigo Figueiredo,Blackville (South Carolina),5
222803,Halloween zombie mask (Light Brown) XL,Rodrigo Figueiredo,Blackville (South Carolina),292
222594,White chocolate snow balls 250g,Dinh Mai,Dorchester (Texas),86
222595,Superhero action jacket (Blue) S,Dinh Mai,Dorchester (Texas),30
222599,Ride on vintage American toy coupe (Red) 1/12 scale,Victoria Lacusta,Conewango (New York),86
222600,Dinosaur battery-powered slippers (Green) M,Victoria Lacusta,Conewango (New York),24
222601,Halloween skull mask (Gray) M,Victoria Lacusta,Conewango (New York),32
222635,Bubblewrap dispenser (Red) 1.5m,Bhagavateeprasaad Malladi,Greenfield (Arkansas),144
222636,Novelty chilli chocolates 500g,Bhagavateeprasaad Malladi,Greenfield (Arkansas),180
222637,Developer joke mug - when your hammer is C++ (Black),Bhagavateeprasaad Malladi,Greenfield (Arkansas),14
222756,RC toy sedan car with remote control (Red) 1/50 scale,Leyla Asef zade,West Elkton (Ohio),34
222757,Superhero action jacket (Blue) M,Leyla Asef zade,West Elkton (Ohio),45
222758,DBA joke mug - I will get you in order (Black),Leyla Asef zade,West Elkton (Ohio),8
222759,USB food flash drive - hamburger,Leyla Asef zade,West Elkton (Ohio),48
222651,Dinosaur battery-powered slippers (Green) L,Serdar ozden,Richland (Iowa),48
222652,Ride on toy sedan car (Yellow) 1/12 scale,Serdar ozden,Richland (Iowa),276
222653,Pack of 12 action figures (female),Serdar ozden,Richland (Iowa),19
222795,Developer joke mug - that's a hardware problem (Black),Chin-Sun Chang,Capa (South Dakota),20
222796,Air cushion machine (Blue),Chin-Sun Chang,Capa (South Dakota),2849
222692,Dinosaur battery-powered slippers (Green) M,Christian Couet,Great Neck (New York),14
222693,Permanent marker black 5mm nib (Black) 5mm,Christian Couet,Great Neck (New York),49
222694,Bubblewrap dispenser (Blue) 1.5m,Christian Couet,Great Neck (New York),252
222695,IT joke mug - hardware: part of the computer that can be kicked (Black),Christian Couet,Great Neck (New York),14
222770,RC toy sedan car with remote control (Blue) 1/50 scale,Svetlana Todorovic,Venersborg (Washington),8
222771,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",Svetlana Todorovic,Venersborg (Washington),162
222772,Black and orange fragile despatch tape 48mmx75m,Svetlana Todorovic,Venersborg (Washington),216
222773,Developer joke mug - when your hammer is C++ (Black),Svetlana Todorovic,Venersborg (Washington),16
222774,Halloween zombie mask (Light Brown) M,Svetlana Todorovic,Venersborg (Washington),97
222891,DBA joke mug - SELECT caffeine FROM mug (Black),Svetlana Todorovic,Venersborg (Washington),18
222892,Ride on toy sedan car (Yellow) 1/12 scale,Svetlana Todorovic,Venersborg (Washington),242
222893,Black and orange handle with care despatch tape  48mmx75m,Svetlana Todorovic,Venersborg (Washington),58
222780,USB missile launcher (Green),Vedrana Kovacevic,Reader (Arkansas),19
222781,IT joke mug - hardware: part of the computer that can be kicked (White),Vedrana Kovacevic,Reader (Arkansas),4
222782,Void fill 100 L bag (White) 100L,Vedrana Kovacevic,Reader (Arkansas),156
222783,Dinosaur battery-powered slippers (Green) S,Vedrana Kovacevic,Reader (Arkansas),5
222843,RC toy sedan car with remote control (Black) 1/50 scale,Hue Ton,Holden Beach (North Carolina),19
222844,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",Hue Ton,Holden Beach (North Carolina),324
222845,Dinosaur battery-powered slippers (Green) L,Hue Ton,Holden Beach (North Carolina),24
222846,Halloween zombie mask (Light Brown) XL,Hue Ton,Holden Beach (North Carolina),259
222877,Red and white urgent  heavy despatch tape  48mmx100m,Taj Syme,Oakshade (Ohio),86
222878,"""The Gu"" red shirt XML tag t-shirt (White) S",Taj Syme,Oakshade (Ohio),32
222879,32 mm Double sided bubble wrap 50m,Taj Syme,Oakshade (Ohio),504
222880,3 kg Courier post bag (White) 300x190x95mm,Taj Syme,Oakshade (Ohio),23
222820,Red and white urgent  heavy despatch tape  48mmx100m,Erik Malk,Basin (Montana),86
222821,Superhero action jacket (Blue) L,Erik Malk,Basin (Montana),23
222822,USB rocket launcher (Gray),Erik Malk,Basin (Montana),19
222823,Plush shark slippers (Gray) XL,Erik Malk,Basin (Montana),34
222902,Developer joke mug - inheritance is the OO way to become wealthy (White),"Tailspin Toys (Annamoriah, WV)",Annamoriah (West Virginia),10
222903,20 mm Anti static bubble wrap (Blue) 50m,"Tailspin Toys (Annamoriah, WV)",Annamoriah (West Virginia),612
222908,Developer joke mug - fun was unexpected at this time (Black),"Tailspin Toys (Lake Stevens, WA)",Lake Stevens (Washington),18
222909,DBA joke mug - SELECT caffeine FROM mug (Black),"Tailspin Toys (Lake Stevens, WA)",Lake Stevens (Washington),6
222910,USB food flash drive - chocolate bar,"Tailspin Toys (Lake Stevens, WA)",Lake Stevens (Washington),2
222911,20 mm Double sided bubble wrap 10m,"Tailspin Toys (Lake Stevens, WA)",Lake Stevens (Washington),54
222912,USB food flash drive - banana,"Tailspin Toys (Lake Stevens, WA)",Lake Stevens (Washington),3
222913,DBA joke mug - daaaaaa-ta (Black),"Tailspin Toys (Lesslie, SC)",Lesslie (South Carolina),4
222914,32 mm Double sided bubble wrap 10m,"Tailspin Toys (Lesslie, SC)",Lesslie (South Carolina),165
222915,Ride on toy sedan car (Blue) 1/12 scale,"Tailspin Toys (Lesslie, SC)",Lesslie (South Carolina),104
222916,Office cube periscope (Black),Shantanu Huq,Cramerton (North Carolina),285
222917,Superhero action jacket (Blue) S,Shantanu Huq,Cramerton (North Carolina),19
222927,Furry animal socks (Pink) M,Valentin Tirlea,Pharr (Texas),18
222928,10 mm Anti static bubble wrap (Blue) 10m,Valentin Tirlea,Pharr (Texas),156
222929,USB food flash drive - sushi roll,Valentin Tirlea,Pharr (Texas),14
222930,Small sized bubblewrap roll 10m,Valentin Tirlea,Pharr (Texas),30
222931,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Valentin Tirlea,Pharr (Texas),194
222934,Halloween skull mask (Gray) S,"Wingtip Toys (Coin, IA)",Coin (Iowa),324
222935,3 kg Courier post bag (White) 300x190x95mm,"Wingtip Toys (Coin, IA)",Coin (Iowa),26
222936,Air cushion film 200mmx200mm 325m,"Wingtip Toys (Coin, IA)",Coin (Iowa),54
222937,Alien officer hoodie (Black) 3XL,"Wingtip Toys (Towaco, NJ)",Towaco (New Jersey),32
222938,Plush shark slippers (Gray) S,"Wingtip Toys (Towaco, NJ)",Towaco (New Jersey),34
222939,RC toy sedan car with remote control (Pink) 1/50 scale,"Wingtip Toys (Towaco, NJ)",Towaco (New Jersey),19
222940,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS","Wingtip Toys (Towaco, NJ)",Towaco (New Jersey),324
222941,Furry animal socks (Pink) M,"Wingtip Toys (Queen Valley, AZ)",Queen Valley (Arizona),72
222942,20 mm Double sided bubble wrap 50m,"Wingtip Toys (Queen Valley, AZ)",Queen Valley (Arizona),1134
222943,Plush shark slippers (Gray) XL,"Wingtip Toys (Queen Valley, AZ)",Queen Valley (Arizona),19
222944,Developer joke mug - fun was unexpected at this time (Black),"Wingtip Toys (Herlong, CA)",Herlong (California),16
222945,Pack of 12 action figures (female),"Wingtip Toys (Herlong, CA)",Herlong (California),14
222946,IT joke mug - that behavior is by design (Black),"Wingtip Toys (Herlong, CA)",Herlong (California),2
222947,White chocolate snow balls 250g,Lakshmi Benipal,Lompoc (California),86
222948,Superhero action jacket (Blue) S,Lakshmi Benipal,Lompoc (California),38
222953,Ride on toy sedan car (Pink) 1/12 scale,Libuse Kuchtova,Van Alstyne (Texas),69
222954,Developer joke mug - a foo walks into a bar (Black),Libuse Kuchtova,Van Alstyne (Texas),18
222955,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",Libuse Kuchtova,Van Alstyne (Texas),227
222956,Halloween zombie mask (Light Brown) XL,Libuse Kuchtova,Van Alstyne (Texas),259
222957,10 mm Double sided bubble wrap 20m,Juan Morse,Greenback (Tennessee),45
222958,Clear packaging tape 48mmx100m,Juan Morse,Greenback (Tennessee),96
222959,DBA joke mug - it depends (White),Juan Morse,Greenback (Tennessee),2
222960,Bubblewrap dispenser (Red) 1.5m,Juan Morse,Greenback (Tennessee),36
222965,USB food flash drive - hamburger,"Tailspin Toys (Cheyenne Wells, CO)",Cheyenne Wells (Colorado),3
222966,Shipping carton (Brown) 356x229x229mm,"Tailspin Toys (Cheyenne Wells, CO)",Cheyenne Wells (Colorado),38
222967,Animal with big feet slippers (Brown) M,Jackson Kolios,Rail Road Flat (California),29
222968,Plush shark slippers (Gray) XL,Jackson Kolios,Rail Road Flat (California),24
222969,Superhero action jacket (Blue) L,Jackson Kolios,Rail Road Flat (California),5
222970,RC toy sedan car with remote control (Blue) 1/50 scale,Hue Ton,Holden Beach (North Carolina),15
222971,Animal with big feet slippers (Brown) XL,Hue Ton,Holden Beach (North Carolina),29
222972,Dinosaur battery-powered slippers (Green) M,Hue Ton,Holden Beach (North Carolina),19
222973,Developer joke mug - inheritance is the OO way to become wealthy (Black),Hue Ton,Holden Beach (North Carolina),4
222974,Novelty chilli chocolates 250g,Hue Ton,Holden Beach (North Carolina),22
222975,RC vintage American toy coupe with remote control (Black) 1/50 scale,"Wingtip Toys (Karthaus, PA)",Karthaus (Pennsylvania),14
222976,Bubblewrap dispenser (Red) 1.5m,"Wingtip Toys (Karthaus, PA)",Karthaus (Pennsylvania),324
222977,Halloween skull mask (Gray) L,"Wingtip Toys (Karthaus, PA)",Karthaus (Pennsylvania),194
222978,Permanent marker red 5mm nib (Red) 5mm,"Wingtip Toys (Karthaus, PA)",Karthaus (Pennsylvania),38
222979,"""The Gu"" red shirt XML tag t-shirt (White) 3XL","Wingtip Toys (Obetz, OH)",Obetz (Ohio),97
222980,Developer joke mug - this code was generated by a tool (White),"Wingtip Toys (Obetz, OH)",Obetz (Ohio),10
222985,IT joke mug - hardware: part of the computer that can be kicked (White),"Tailspin Toys (Boyden Arbor, SC)",Boyden Arbor (South Carolina),18
222986,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL","Tailspin Toys (Boyden Arbor, SC)",Boyden Arbor (South Carolina),65
222987,DBA joke mug - two types of DBAs (Black),"Tailspin Toys (Jessie, ND)",Jessie (North Dakota),12
222988,Superhero action jacket (Blue) 3XL,"Tailspin Toys (Jessie, ND)",Jessie (North Dakota),31
222989,Pack of 12 action figures (male),Gayatri Gajula,Shenorock (New York),2
222990,RC toy sedan car with remote control (Yellow) 1/50 scale,Gayatri Gajula,Shenorock (New York),11
222991,DBA joke mug - I will get you in order (White),Gayatri Gajula,Shenorock (New York),12
222992,Furry gorilla with big eyes slippers (Black) XL,Gayatri Gajula,Shenorock (New York),43
222993,3 kg Courier post bag (White) 300x190x95mm,Gayatri Gajula,Shenorock (New York),11
222994,Air cushion film 200mmx100mm 325m,Jack Walker,Elbing (Kansas),26
222995,Superhero action jacket (Blue) 5XL,Jack Walker,Elbing (Kansas),26
222996,"""The Gu"" red shirt XML tag t-shirt (White) S",Jack Walker,Elbing (Kansas),227
222997,Superhero action jacket (Blue) XXL,Jack Walker,Elbing (Kansas),41
222998,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Jack Walker,Elbing (Kansas),130
222999,Novelty chilli chocolates 250g,"Wingtip Toys (Harkers Island, NC)",Harkers Island (North Carolina),194
223000,DBA joke mug - you might be a DBA if (White),"Wingtip Toys (Harkers Island, NC)",Harkers Island (North Carolina),20
223001,32 mm Double sided bubble wrap 10m,Aakriti Byrraju,Glenwillow (Ohio),231
223002,Novelty chilli chocolates 500g,Aakriti Byrraju,Glenwillow (Ohio),18
223003,Plush shark slippers (Gray) L,Aakriti Byrraju,Glenwillow (Ohio),29
223004,Animal with big feet slippers (Brown) XL,Aakriti Byrraju,Glenwillow (Ohio),24
223009,Developer joke mug - a foo walks into a bar (Black),Dipti Shah,Scioto Furnace (Ohio),2
223010,Dinosaur battery-powered slippers (Green) L,Dipti Shah,Scioto Furnace (Ohio),10
223011,Superhero action jacket (Blue) 3XL,"Wingtip Toys (Dickerson, MD)",Dickerson (Maryland),36
223012,RC toy sedan car with remote control (Red) 1/50 scale,"Wingtip Toys (Dickerson, MD)",Dickerson (Maryland),15
223013,"""The Gu"" red shirt XML tag t-shirt (White) L","Wingtip Toys (Dickerson, MD)",Dickerson (Maryland),97
223014,Black and orange handle with care despatch tape  48mmx100m,"Wingtip Toys (Dickerson, MD)",Dickerson (Maryland),86
223015,Novelty chilli chocolates 250g,"Wingtip Toys (Orick, CA)",Orick (California),108
223016,Developer joke mug - this code was generated by a tool (White),"Wingtip Toys (Orick, CA)",Orick (California),2
223017,"Developer joke mug - (hip, hip, array) (Black)","Wingtip Toys (Orick, CA)",Orick (California),20
223018,RC toy sedan car with remote control (Red) 1/50 scale,Prabodh Nair,Tschetter Colony (South Dakota),4
223019,Packing knife with metal insert blade (Yellow) 9mm,Prabodh Nair,Tschetter Colony (South Dakota),6
223020,Halloween skull mask (Gray) XL,Prabodh Nair,Tschetter Colony (South Dakota),194
223021,RC big wheel monster truck with remote control (Black) 1/50 scale,"Tailspin Toys (New Lexington, OH)",New Lexington (Ohio),41
223022,Plush shark slippers (Gray) XL,"Tailspin Toys (New Lexington, OH)",New Lexington (Ohio),48
223023,Ogre battery-powered slippers (Green) XL,"Tailspin Toys (New Lexington, OH)",New Lexington (Ohio),5
223026,IT joke mug - that behavior is by design (White),"Wingtip Toys (Helotes, TX)",Helotes (Texas),12
223027,Animal with big feet slippers (Brown) S,"Wingtip Toys (Helotes, TX)",Helotes (Texas),43
223037,Red and white urgent  heavy despatch tape  48mmx100m,"Wingtip Toys (Marfa, TX)",Marfa (Texas),72
223038,Developer joke mug - Oct 31 = Dec 25 (Black),"Wingtip Toys (Marfa, TX)",Marfa (Texas),4
223039,20 mm Double sided bubble wrap 10m,"Wingtip Toys (Marfa, TX)",Marfa (Texas),27
223040,"""The Gu"" red shirt XML tag t-shirt (Black) L","Wingtip Toys (Marfa, TX)",Marfa (Texas),324
223041,Small sized bubblewrap roll 10m,"Wingtip Toys (Marfa, TX)",Marfa (Texas),15
223042,"""The Gu"" red shirt XML tag t-shirt (White) M","Wingtip Toys (Islip Terrace, NY)",Islip Terrace (New York),227
223043,Shipping carton (Brown) 305x305x305mm,Daakshaayaani Sankaramanchi,Spillville (Iowa),60
223044,"""The Gu"" red shirt XML tag t-shirt (White) XXS","Wingtip Toys (Lake Ronkonkoma, NY)",Lake Ronkonkoma (New York),97
223046,"""The Gu"" red shirt XML tag t-shirt (White) 5XL","Wingtip Toys (Cloquet, MN)",Cloquet (Minnesota),65
223048,"""The Gu"" red shirt XML tag t-shirt (White) XL","Tailspin Toys (Avenal, CA)",Avenal (California),194
223049,DBA joke mug - you might be a DBA if (White),"Tailspin Toys (Avenal, CA)",Avenal (California),4
223050,USB food flash drive - sushi roll,"Tailspin Toys (Avenal, CA)",Avenal (California),4
223051,Dinosaur battery-powered slippers (Green) S,"Wingtip Toys (Sayner, WI)",Sayner (Wisconsin),24
223052,Plush shark slippers (Gray) L,"Wingtip Toys (Sayner, WI)",Sayner (Wisconsin),5
223053,Superhero action jacket (Blue) XXL,"Wingtip Toys (Sayner, WI)",Sayner (Wisconsin),14
223054,Shipping carton (Brown) 500x310x310mm,"Wingtip Toys (Sayner, WI)",Sayner (Wisconsin),56
223055,10 mm Anti static bubble wrap (Blue) 50m,Dinh Mai,Dorchester (Texas),743
223056,Shipping carton (Brown) 356x356x279mm,Dinh Mai,Dorchester (Texas),60
223057,20 mm Anti static bubble wrap (Blue) 20m,Dinh Mai,Dorchester (Texas),203
223058,Black and orange fragile despatch tape 48mmx100m,"Wingtip Toys (Elverson, PA)",Elverson (Pennsylvania),108
223059,Ride on toy sedan car (Pink) 1/12 scale,"Wingtip Toys (Elverson, PA)",Elverson (Pennsylvania),311
223060,Chocolate echidnas 250g,"Wingtip Toys (Elverson, PA)",Elverson (Pennsylvania),86
223061,RC toy sedan car with remote control (Blue) 1/50 scale,"Tailspin Toys (Antonito, CO)",Antonito (Colorado),19
223062,Superhero action jacket (Blue) M,"Tailspin Toys (Antonito, CO)",Antonito (Colorado),5
223063,"""The Gu"" red shirt XML tag t-shirt (White) 7XL","Tailspin Toys (Antonito, CO)",Antonito (Colorado),130
223064,Chocolate sharks 250g,"Tailspin Toys (Antonito, CO)",Antonito (Colorado),86
223065,32 mm Anti static bubble wrap (Blue) 20m,"Tailspin Toys (Antonito, CO)",Antonito (Colorado),648
223066,Halloween zombie mask (Light Brown) S,"Wingtip Toys (Bourneville, OH)",Bourneville (Ohio),130
223067,DBA joke mug - mind if I join you? (Black),"Wingtip Toys (Bourneville, OH)",Bourneville (Ohio),14
223068,DBA joke mug - it depends (Black),Bhagavateeprasaad Malladi,Greenfield (Arkansas),8
223069,"Developer joke mug - (hip, hip, array) (Black)",Bhagavateeprasaad Malladi,Greenfield (Arkansas),10
223070,DBA joke mug - SELECT caffeine FROM mug (White),Bhagavateeprasaad Malladi,Greenfield (Arkansas),10
223071,USB food flash drive - dim sum 10 drive variety pack,"Wingtip Toys (Coin, IA)",Coin (Iowa),360
223072,Void fill 400 L bag (White) 400L,"Wingtip Toys (Coin, IA)",Coin (Iowa),450
223073,Void fill 100 L bag (White) 100L,"Wingtip Toys (Coin, IA)",Coin (Iowa),195
223074,Ride on vintage American toy coupe (Red) 1/12 scale,"Wingtip Toys (Coin, IA)",Coin (Iowa),257
223075,"""The Gu"" red shirt XML tag t-shirt (White) 7XL","Wingtip Toys (Coin, IA)",Coin (Iowa),130
223076,White chocolate moon rocks 250g,"Wingtip Toys (Universal City, TX)",Universal City (Texas),173
223077,USB food flash drive - donut,"Wingtip Toys (Universal City, TX)",Universal City (Texas),29
223078,Black and orange glass with care despatch tape  48mmx100m,"Tailspin Toys (Eastchester, NY)",Eastchester (New York),101
223079,Red and white urgent  heavy despatch tape  48mmx100m,"Tailspin Toys (Eastchester, NY)",Eastchester (New York),29
223080,Animal with big feet slippers (Brown) L,"Tailspin Toys (Wilkes-Barre, PA)",Wilkes-Barre (Pennsylvania),38
223081,Ride on big wheel monster truck (Black) 1/12 scale,"Tailspin Toys (Wilkes-Barre, PA)",Wilkes-Barre (Pennsylvania),362
223082,Superhero action jacket (Blue) 5XL,"Tailspin Toys (Wilkes-Barre, PA)",Wilkes-Barre (Pennsylvania),20
223083,20 mm Anti static bubble wrap (Blue) 20m,"Tailspin Toys (Wilkes-Barre, PA)",Wilkes-Barre (Pennsylvania),675
223084,Halloween skull mask (Gray) M,"Tailspin Toys (Wilkes-Barre, PA)",Wilkes-Barre (Pennsylvania),324
223085,Superhero action jacket (Blue) 5XL,Camille Authier,Abbottsburg (North Carolina),51
223086,"Developer joke mug - (hip, hip, array) (Black)",Camille Authier,Abbottsburg (North Carolina),12
223087,Developer joke mug - inheritance is the OO way to become wealthy (White),"Wingtip Toys (Silver Plume, CO)",Silver Plume (Colorado),8
223088,USB food flash drive - dim sum 10 drive variety pack,"Wingtip Toys (Silver Plume, CO)",Silver Plume (Colorado),324
223089,Permanent marker blue 5mm nib (Blue) 5mm,"Wingtip Toys (Silver Plume, CO)",Silver Plume (Colorado),38
223090,Shipping carton (Brown) 356x356x279mm,"Wingtip Toys (Silver Plume, CO)",Silver Plume (Colorado),60
223091,Novelty chilli chocolates 250g,"Wingtip Toys (Silver Plume, CO)",Silver Plume (Colorado),173
223092,Ogre battery-powered slippers (Green) XL,"Tailspin Toys (Hambleton, WV)",Hambleton (West Virginia),38
223093,Developer joke mug - inheritance is the OO way to become wealthy (Black),"Tailspin Toys (Hambleton, WV)",Hambleton (West Virginia),4
223094,32 mm Double sided bubble wrap 20m,"Tailspin Toys (Hambleton, WV)",Hambleton (West Virginia),222
223095,USB food flash drive - chocolate bar,Damodara Trivedi,Tarzan (Texas),48
223096,Pack of 12 action figures (female),Damodara Trivedi,Tarzan (Texas),2
223097,Air cushion machine (Blue),Damodara Trivedi,Tarzan (Texas),1709
223098,Ogre battery-powered slippers (Green) XL,Eugen Agafitei,Shawboro (North Carolina),19
223099,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",Eugen Agafitei,Shawboro (North Carolina),227
223100,"""The Gu"" red shirt XML tag t-shirt (Black) L",Eugen Agafitei,Shawboro (North Carolina),324
223101,Void fill 200 L bag (White) 200L,Eugen Agafitei,Shawboro (North Carolina),113
223108,Void fill 200 L bag (White) 200L,Chandrashekhar Dasgupta,New Plymouth (Idaho),113
223109,Halloween zombie mask (Light Brown) L,Chandrashekhar Dasgupta,New Plymouth (Idaho),194
223110,USB food flash drive - sushi roll,Chandrashekhar Dasgupta,New Plymouth (Idaho),29
223111,Dinosaur battery-powered slippers (Green) M,Chandrashekhar Dasgupta,New Plymouth (Idaho),5
223112,Air cushion film 200mmx100mm 325m,"Wingtip Toys (West Hempstead, NY)",West Hempstead (New York),39
223113,Novelty chilli chocolates 250g,"Wingtip Toys (West Hempstead, NY)",West Hempstead (New York),173
223114,DBA joke mug - SELECT caffeine FROM mug (Black),"Wingtip Toys (West Hempstead, NY)",West Hempstead (New York),14
223115,Ride on toy sedan car (Black) 1/12 scale,"Wingtip Toys (West Hempstead, NY)",West Hempstead (New York),311
223116,Dinosaur battery-powered slippers (Green) L,"Wingtip Toys (West Hempstead, NY)",West Hempstead (New York),43
223117,Permanent marker black 5mm nib (Black) 5mm,"Tailspin Toys (Windsor Locks, CT)",Windsor Locks (Connecticut),16
223118,Furry gorilla with big eyes slippers (Black) S,"Tailspin Toys (Windsor Locks, CT)",Windsor Locks (Connecticut),34
223119,Developer joke mug - when your hammer is C++ (White),"Tailspin Toys (Windsor Locks, CT)",Windsor Locks (Connecticut),10
223120,Alien officer hoodie (Black) 5XL,"Tailspin Toys (Windsor Locks, CT)",Windsor Locks (Connecticut),32
223121,Developer joke mug - a foo walks into a bar (White),Shah Alizadeh,Gassaway (West Virginia),4
223122,Black and orange handle with care despatch tape  48mmx75m,Shah Alizadeh,Gassaway (West Virginia),14
223123,DBA joke mug - two types of DBAs (White),Shah Alizadeh,Gassaway (West Virginia),8
223124,Dinosaur battery-powered slippers (Green) M,Shah Alizadeh,Gassaway (West Virginia),34
223125,USB food flash drive - shrimp cocktail,Shah Alizadeh,Gassaway (West Virginia),19
223126,RC vintage American toy coupe with remote control (Red) 1/50 scale,Bala Dixit,Termo (California),5
223127,Shipping carton (Brown) 356x229x229mm,Bala Dixit,Termo (California),23
223128,DBA joke mug - you might be a DBA if (Black),Bala Dixit,Termo (California),16
223134,Ride on toy sedan car (Green) 1/12 scale,"Tailspin Toys (Arietta, NY)",Arietta (New York),35
223135,Shipping carton (Brown) 356x229x229mm,"Tailspin Toys (Arietta, NY)",Arietta (New York),11
223136,Black and yellow heavy despatch tape  48mmx75m,"Tailspin Toys (Arietta, NY)",Arietta (New York),29
223137,Alien officer hoodie (Black) XL,"Wingtip Toys (Dacono, CO)",Dacono (Colorado),5
223138,Black and orange fragile despatch tape 48mmx100m,"Wingtip Toys (Dacono, CO)",Dacono (Colorado),194
223139,Dinosaur battery-powered slippers (Green) L,"Wingtip Toys (Dacono, CO)",Dacono (Colorado),5
223140,Furry gorilla with big eyes slippers (Black) XL,Johanna Hoornstra,Petronila (Texas),34
223141,Halloween skull mask (Gray) M,Johanna Hoornstra,Petronila (Texas),227
223142,Small sized bubblewrap roll 10m,Johanna Hoornstra,Petronila (Texas),30
223143,Dinosaur battery-powered slippers (Green) M,Johanna Hoornstra,Petronila (Texas),48
